event_epoch,pre_epoch,feature,pre,post,diff,zscore,abs_z
200,0,prof__y_mix_mean_island0,0.6679152846336365,0.6804510354995728,0.01253575086593628,0.8438595783178422,0.8438595783178422
200,0,prof__y_mix_mean_island1,0.0,0.5141086578369141,0.5141086578369141,3.510049821620598,3.510049821620598
200,0,prof__y_mix_std_island0,0.0022899822797626,0.4587669372558594,0.45647695497609675,3.4840532855947246,3.4840532855947246
200,0,prof__y_mix_std_island1,0.0,0.3888257443904876,0.3888257443904876,3.1857973731206273,3.1857973731206273
200,0,prof__y_sem_mean_island0,0.5453217029571533,0.7272180318832397,0.18189632892608643,3.2077774666790497,3.2077774666790497
200,0,prof__y_sem_mean_island1,0.0,0.3670622706413269,0.3670622706413269,2.6519946256442894,2.6519946256442894
200,0,prof__y_stat_mean_island0,0.7905088663101196,0.6336840391159058,-0.15682482719421387,-4.1327967341950105,4.1327967341950105
200,0,prof__y_stat_mean_island1,0.0,0.6611549258232117,0.6611549258232117,3.903176766677592,3.903176766677592
200,0,prof__y_mix_mean_diff_0_minus_1,0.6679152846336365,0.1663423776626587,-0.5015729069709778,-3.6543081763830516,3.6543081763830516
200,0,prof__y_mix_std_diff_0_minus_1,0.0022899822797626,0.06994119286537176,0.06765121058560916,3.786658192324222,3.786658192324222
200,0,prof__corr_y_mix_true_diff_0_minus_1,0.6890279650688171,0.033824503421783225,-0.6552034616470339,-3.234019136818408,3.234019136818408
200,0,prof__y_stat_mean_diff_0_minus_1,0.7905088663101196,-0.027470886707305908,-0.8179797530174255,-3.951630722555791,3.951630722555791
200,0,prof__y_sem_mean_diff_0_minus_1,0.5453217029571533,0.36015576124191284,-0.18516594171524048,-2.130106425949785,2.130106425949785
200,0,prof__delta_sun_mean_diff_0_minus_1,0.0039917170070111,0.1413648277521133,0.1373731107451022,2.8333824936146317,2.8333824936146317
200,0,prof__delta_plant_mean_diff_0_minus_1,0.6679152846336365,0.1663423776626587,-0.5015729069709778,-3.6543081763830516,3.6543081763830516
200,0,prof__delta_ratio_sun_over_plant_diff_0_minus_1,0.0059763820937813,0.1553729492275628,0.14939656713378152,4.308098368250454,4.308098368250454
200,0,prof__attn_mean_0_diff_0_minus_1,0.0008961856365203857,0.0440453439950943,0.043149158358573914,2.1911227487098195,2.1911227487098195
200,0,prof__attn_mean_1_diff_0_minus_1,-8.538365364080258e-05,0.0491331964731216,0.049218580126762404,2.973195009614308,2.973195009614308
200,0,prof__attn_mean_2_diff_0_minus_1,-9.576976299288664e-05,0.042591676115989685,0.04268744587898257,2.1401180578996075,2.1401180578996075
200,0,prof__attn_mean_3_diff_0_minus_1,-0.0003102421760559082,-0.1029346585273743,-0.10262441635131839,-2.7265454074229893,2.7265454074229893
200,0,prof__attn_mean_4_diff_0_minus_1,0.0008914470672607977,0.062891885638237,0.0620004385709762,1.1969891965603852,1.1969891965603852
200,0,prof__attn_mean_5_diff_0_minus_1,-0.0012147575616835993,-0.10410311818122871,-0.10288836061954511,-3.1497008203889387,3.1497008203889387
200,0,prof__attn_mean_6_diff_0_minus_1,-8.147954940790347e-05,0.008375562727451397,0.0084570422768593,2.4523819184992384,2.4523819184992384
200,0,prof__attn_mass_0_2_diff_0_minus_1,0.0007150173187255304,0.1357702016830445,0.13505518436431896,2.422018330105895,2.422018330105895
200,0,prof__attn_mass_3_5_diff_0_minus_1,-0.0006335675716400146,-0.1441459059715271,-0.14351233839988708,-2.427013007815752,2.427013007815752
200,0,prof__attn_mass_6_diff_0_minus_1,-8.147954940790347e-05,0.008375562727451397,0.0084570422768593,2.4523819184992384,2.4523819184992384
200,0,threshold,0.1292986571788787,0.0498880045488476,-0.07941065263003111,-2.9828389846850882,2.9828389846850882
200,0,threshold_prev,,0.1292986571788787,,,
200,0,threshold_diff,,-0.0794106526300311,,,
